Ligand,Smiles
CHEMBL4876155,CC(C)(C)NC(CO)c1ccc(O)c2[nH]c(=O)ccc12
CHEMBL4878138,COc1cc(C(=O)NCCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12
CHEMBL1829173,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1
CHEMBL4854418,O=C(NC(c1ccccc1)c1cccc(OCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)c1)O[C@H]1CN2CCC1CC2
CHEMBL4846536,O=C(NC(c1ccccc1)c1cccc(OCCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)c1)O[C@H]1CN2CCC1CC2
CHEMBL4852629,O=C(NC(c1ccccc1)c1cccc(OCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)c1)O[C@H]1CN2CCC1CC2
CHEMBL191413,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1
CHEMBL4878395,O=C(NC(c1ccccc1)c1ccc(OCCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1)O[C@H]1CN2CCC1CC2
CHEMBL4869517,Oc1ccc2c(c1O)CC[C@@H](NC1CCCC1)[C@@H]2O
CHEMBL4871979,Oc1ccc2c(c1O)CC[C@@H](NCCCF)[C@@H]2O
CHEMBL4225747,CNC(=O)[C@H](Cc1cccc(Br)c1)NC(=O)[C@H](Cc1ccc(C(N)=O)cc1)NC(=O)C(c1ccccc1)C1CCCCC1
CHEMBL1951032,COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1
CHEMBL5080494,COC(=O)[C@H](CCCNC(=N)N)NC(=O)CCCc1c(-c2ccccc2)[nH]c2c(F)cc(F)cc12.O=C(O)C(F)(F)F
CHEMBL5193853,O=C(N[C@@H](c1ccccc1)c1cccc(OCc2cccc(C(=O)OCCCCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)c2)c1)O[C@H]1CN2CCC1CC2
CHEMBL4746212,COc1cccc(Nc2c(C(N)=O)ccc3c(C)cc(S(=O)(=O)c4cccc(C(=O)Nc5ccc(C#CCCCNC[C@@H](O)c6ccc(O)c7[nH]c(=O)ccc67)cc5)c4)cc23)c1
CHEMBL4282215,Oc1cc2c(cc1O)C(c1ccco1)=NCC2
CHEMBL1615159,Cc1ccccc1CC(C)(C)NC[C@H](O)c1ccc(O)c2c1OCC(=O)N2
CHEMBL7353,CCCCCNC(=O)NS(=O)(=O)c1cc([N+](=O)[O-])ccc1NC1CCCCC1
CHEMBL5090661,COc1cc2nc(N3CCN(C(=O)COc4c(OC)cccc4C(C)C)CC3)nc(N)c2cc1OC.Cl.Cl
CHEMBL5190961,CCCCNC(CO)c1cc(Br)c(N)c(C(F)(F)F)c1.Cl
CHEMBL5178340,CCCCNC(CO)c1cc(F)c(N)c(Br)c1.Cl
CHEMBL5201243,Cl.Nc1c(F)cc(C(CO)NCc2ccc(F)cc2)cc1Br
CHEMBL3741589,O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1
CHEMBL230963,Cc1cnc(CNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)nc1
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
CHEMBL183,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O
CHEMBL5186069,CCCCNC(CO)c1cc(Cl)c(N)c(C(F)(F)F)c1.Cl
CHEMBL5208201,O=C(NC(c1ccccc1)c1cccc(OCc2ccc(C(=O)OCCCCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)O[C@H]1CN2CCC1CC2
CHEMBL5201712,O=c1ccc2c([C@@H](O)CNCCCCO)ccc(O)c2[nH]1
CHEMBL1201082,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl
CHEMBL5082715,O=C(O)c1cccc(/C=C2/C[C@@H]3[C@@H](/C=C/[C@H](O)C4CCCCC4)[C@H](O)C[C@@H]3O2)c1
CHEMBL1775179,CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1
CHEMBL379761,CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C
CHEMBL1159717,CC(C)(C)NCC(O)c1ccccc1Cl
CHEMBL5176681,COc1ccc(CNC(CO)c2cc(F)c(N)c(Br)c2)cc1.Cl
CHEMBL5196966,CCCCNC(CO)c1cc(Br)c(N)c(C#N)c1.Cl
CHEMBL398435,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
CHEMBL562668,CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1
CHEMBL1600943,Cl.Cl.Cl.c1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1
CHEMBL174588,CO[C@H]1CC[C@@H](C(=O)c2ccc3nc4c(cc3c2)CCCO4)CC1
CHEMBL5190387,O=C(N[C@@H](c1ccccc1)c1cccc(OCc2ccc(C(=O)OCCCCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)o2)c1)O[C@H]1CN2CCC1CC2
CHEMBL93268,O=N[O-].[Na+]
CHEMBL1256784,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2.Cl
CHEMBL267495,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
CHEMBL3186656,Cc1cnc(-c2cc(N3CCN(C(=O)CCS(C)(=O)=O)CC3)ncc2Cl)c(C)c1
CHEMBL1016,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CHEMBL2107783,O=C(O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1
CHEMBL4854091,O=C(N[C@@H](c1ccccc1)c1cccc(OCc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)O[C@H]1CN2CCC1CC2
CHEMBL1829174,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1
CHEMBL1368758,Cc1nn(C)c2nc(NNC(=O)Nc3cc(Cl)nc(Cl)c3)cc(C(C)C)c12
CHEMBL314854,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
CHEMBL470965,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CC2CCCCC2)cc1
CHEMBL49429,Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)c(Cl)c1
CHEMBL1329567,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1.O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1.O=C(O)/C=C/C(=O)O
CHEMBL521589,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1
CHEMBL477,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
CHEMBL3341861,O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2cccc(N3CCCC3)n2)c1
CHEMBL902,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1
CHEMBL259656,O=C(c1cc2c(cc1F)OC(c1ccc(F)cc1)(c1ccc(Cl)cc1Cl)O2)N1CCOCC1
CHEMBL493982,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1
CHEMBL3410223,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(OC(F)(F)F)cc1
CHEMBL5184598,O=C(N[C@H](c1ccccc1)c1cccc(OCc2ccc(C(=O)OCCCCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)O[C@H]1CN2CCC1CC2
CHEMBL4871702,O=C(N[C@@H](c1ccccc1)c1ccc(-c2cccc(OCc3ccc(C(=O)N(CCCNC[C@H](O)c4ccc(O)c5[nH]c(=O)ccc45)Cc4ccccc4)cc3)c2)cc1)O[C@H]1CN2CCC1CC2
CHEMBL238804,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1
CHEMBL5200887,COc1cc(C(=O)OCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)ccc1COc1cccc([C@@H](NC(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)c1
CHEMBL5184455,O=C(N[C@@H](c1ccccc1)c1cccc(OCc2ccc(C(=O)OCCCCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)O[C@H]1CN2CCC1CC2
CHEMBL5176025,CC(C)(C)NC(CO)c1cc(Br)c(N)c(C(F)(F)F)c1.Cl
CHEMBL2331803,C[C@H](N)Cn1ccc2cc(F)c(Cl)cc21.O=C(O)/C=C/C(=O)O
CHEMBL1970071,O=C(c1cc(C2CC2)on1)N(C1CCCCC1)C1CCCCC1
CHEMBL5197382,Cl.Nc1c(Br)cc(C(CO)NC2CCCCC2)cc1C(F)(F)F
CHEMBL5195910,CCOCCCNC(CO)c1cc(F)c(N)c(Br)c1.Cl
CHEMBL2182029,Cc1nnn(-c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1
CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CHEMBL59898,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3
CHEMBL5186002,CC(C)(Cc1ccccc1)NC(CO)c1cc(Cl)c(N)c(C(F)(F)F)c1.Cl
CHEMBL4202825,N#Cc1c(N)nc(SCC(N)=O)c(C#N)c1-c1ccc(OCC2CC2)cc1
CHEMBL5192245,CC(C)(C)NC(CO)c1cc(Cl)c(N)c(C(F)(F)F)c1.Cl
CHEMBL2010507,CNC(C)Cc1ccccc1OC
CHEMBL122972,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO
CHEMBL3675743,CCc1nn2c(C)cc(C)nc2c1Cc1ccc(-c2nnc(C3CCNCC3)o2)cc1
CHEMBL3621966,Cc1noc(-c2ccc(-c3ccc(CC(=O)O)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1Cl
CHEMBL5201031,CC(C)(C)NC(CO)c1ccc(N)c([N+](=O)[O-])c1.Cl
CHEMBL5191729,CCOCCCNC(CO)c1cc(Cl)c(N)c(C(F)(F)F)c1.Cl
CHEMBL5203966,CC(C)NC(CO)c1cc(F)c(N)c(Br)c1.Cl
CHEMBL5172759,Cl.Nc1c(Cl)cc(C(CO)NC2CCCC2)cc1C(F)(F)F
CHEMBL5194651,CC(C)(C)NC(CO)c1cc(Br)c(N)c(C#N)c1.Cl
CHEMBL5200823,Cl.N#Cc1cc(C(CO)NC2CCCC2)cc(Br)c1N
CHEMBL5180409,Cl.Nc1c(F)cc(C(CO)NC2CCCCC2)cc1Br
CHEMBL5192613,CC(C)NC(CO)c1cc(Br)c(N)c(C(F)(F)F)c1.Cl
CHEMBL146274,COc1ccccc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1
CHEMBL5208957,O=C(N[C@@H](c1ccccc1)c1cccc(OCc2nc(C(=O)OCCCCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)co2)c1)O[C@H]1CN2CCC1CC2
CHEMBL5200165,Cl.Nc1c(F)cc(C(CO)NC2CCCC2)cc1Br
CHEMBL5183062,CC(C)(C)NC(CO)c1cc(F)c(N)c(Br)c1.Cl
CHEMBL5190852,Cl.Nc1c(Br)cc(C(CO)NC2CCCC2)cc1C(F)(F)F
CHEMBL5208931,CCOCCCNC(CO)c1cc(Br)c(N)c(C#N)c1.Cl
CHEMBL221188,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2[nH]c(=O)n(CCC3CC3)c12
CHEMBL374867,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2[nH]c(=O)n(CCC3CCC3)c12
CHEMBL374191,CC(Cc1ccc(Oc2ccc(C#N)cn2)cc1)NC[C@H](O)COc1cccc2[nH]c(=O)[nH]c12
CHEMBL384560,CCn1c(=O)[nH]c2cccc(OC[C@@H](O)CNC(C)(C)Cc3ccc(Oc4ccc(C(N)=O)cn4)cc3)c21
CHEMBL434763,CCCn1c(=O)[nH]c2cccc(OC[C@@H](O)CNC(C)(C)Cc3ccc(Oc4ccc(C(N)=O)cn4)cc3)c21
CHEMBL222897,CC(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2[nH]c(=O)n(C)c12
CHEMBL223291,CC(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2[nH]c(=O)[nH]c12
CHEMBL220222,CC(Cc1ccc(Oc2ccc(C(=O)O)cc2)cc1)NC[C@H](O)COc1cccc2[nH]c(=O)[nH]c12
CHEMBL374040,CC(Cc1ccc(Oc2ccc(C(=O)O)cc2)cc1)NC[C@H](O)COc1cccc2[nH]c(=O)n(C)c12
CHEMBL177185,CS(=O)(=O)Nc1cc(C(O)CNC2CCN(c3ccc(/C=C4\SC(=O)NC4=O)cc3)CC2)ccc1O
CHEMBL267733,CC(Cc1ccc(Oc2ccc(C#N)cn2)cc1)NC[C@H](O)COc1cccc2[nH]c(=O)n(C)c12
CHEMBL4796472,CCCOc1ccc2oc(CC)cc2c1[C@H]1C[C@@H]1CN.Cl
CHEMBL4745522,CCCOc1ccc2c(c1[C@@H]1C[C@H]1CN)CCO2.Cl
CHEMBL4781347,C=CCOc1ccc2c(c1[C@@H]1C[C@H]1CN)CCO2.Cl
CHEMBL4762474,C=CCOc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl
CHEMBL4762960,CCOc1ccc2oc(CC)cc2c1[C@@H]1C[C@H]1CN.Cl
CHEMBL4750271,CCc1cc2c([C@H]3C[C@@H]3CN)c(OCC3CC3)ccc2o1.Cl
CHEMBL4752611,CCc1cc2c([C@@H]3C[C@H]3CN)c(OCCF)ccc2o1.Cl
CHEMBL5191954,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1nccs1
CHEMBL4780654,O=C(NCCO)c1cccc2c1CCN2c1cc(Cc2cc(F)cc(C(F)(F)F)c2)ncn1
CHEMBL4764271,CCCOc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl
CHEMBL4783529,O=C(c1nc2cccnc2n1-c1ccc(Cl)c(Cl)c1)N1CC(F)(F)C1
CHEMBL4789175,CCc1cc2c([C@@H]3C[C@H]3CN)c(OC)ccc2o1.Cl
CHEMBL4777891,Cl.NC[C@@H]1C[C@H]1c1c(OCC2CC2)ccc2c1CCO2
CHEMBL4787862,CCc1cc2c([C@@H]3C[C@H]3CN)c(OCC3CC3)ccc2o1.Cl
CHEMBL303516,O=C1Nc2cc(Cl)c(Cl)cc2N2CCNC[C@H]12
CHEMBL5207128,O=C(Nc1ccc(-c2nc(-c3ccc(Cl)cc3)no2)cc1)C1CC(=O)N(Cc2ccco2)C1
CHEMBL6591,COc1cccc2[nH]c3c(c12)CCN=C3
CHEMBL4784346,COc1cccc2[nH]c3c(c12)CCN=C3C
CHEMBL2110670,c1cc2c3c(c1)[C@H]1CCC[C@H]1CN3CCNC2
CHEMBL5183082,[11CH3]N1CCc2nc3ccnn3c(N3CCC3)c2CC1
CHEMBL515472,COc1c(OCCF)cccc1[C@H](O)C1CCN(CCc2ccc(F)cc2)CC1
D0F5NJ,CNC(C)Cc1ccc2c(c1)OCO2
D0S8RD,CC(C(O)c1ccccc1)N(C)CC=C1c2ccccc2CCc2ccccc21
D06ZWG,Cc1ccc(NC(=O)NCCCCN2CCN(c3csc4cc(C(F)(F)F)ccc34)CC2)cc1
D0E8CZ,CCOC(=O)COc1ccc2c(c1)CC(NCC(O)c1cccc(Cl)c1)CC2
D0JP4H,CN=C(NC)NCc1ccccc1
D06FKC,c1cc2c(c(N3CCNCC3)c1)OCCO2
D0K8PH,CN(C)CCOc1cn(S(=O)(=O)c2ccc(F)cc2)c2ccc(Br)cc12
D02YNH,Clc1cccc(COc2cncc(N3CCNCC3)n2)c1
D0R2HZ,CCOC1(C2=NCCN2)COc2ccccc2O1
D00DHM,Cc1[nH]c2cccc3c2c1CC1C3CC(NC(=O)C(C)(C)C)CN1C
D00VSQ,CSc1ccc(C=CB2OC(C)(C)C(C)(C)O2)cn1
D0N6FZ,O=c1[nH]c2cccc(N3CCN(CCCC4=CCc5ccccc54)CC3)c2o1
D0Y4WR,CCCCCCCC(CC(=O)O)OC(=O)CC(CCCCCCC)OC1OC(C)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O
D0O9ZY,CCN(CC1COC(N)=N1)c1ccccc1
D0XR9Z,O=P(O)(COc1ccc(CC2(NCC(O)COc3ccc(O)cc3)CCCC2)cc1)c1ccccc1
D0M7SY,N#Cc1ccc2c(c1)CN(CCC1CCC(NC(=O)c3cc4ccccc4[nH]3)CC1)CC2
D03IVG,CCn1ccnc1CC1COc2ccccc2O1
D0U9IJ,Cn1cc2c(NC3=NCCN3)cccc2n1
D0B6FM,COc1ccc(SC)c2c1CC(N)CC2
D0V4FZ,CN1CCc2cc(O)c(O)cc2C(c2ccccc2)C1
D0XO7J,CC(C)CCN
D00XEN,Cl.O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2
D0U5HS,NS(=O)(=O)c1cccc(OCC(O)CNCCc2ccc(NS(=O)(=O)c3ccccc3)cc2)c1
D03VHK,CC(=O)NCc1cccc(OCC(O)CNCCc2ccc(NS(=O)(=O)c3ccccc3)cc2)c1
D0Q4DP,Ic1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1
D0S5DR,CCN(C)C
D09ULA,Cc1cccc(N2CCN(CCCOc3ccc4ccc(=O)[nH]c4c3)CC2)c1C
D0J0KG,O=C1CCc2ccc(OCCCCN3CCN(c4ccc(O)c(Cl)c4Cl)CC3)cc2N1
D0DE8K,CN1CC(CC#N)CC2c3cccc4[nH]c(Cl)c(c34)CC21
D00CDM,CCCN1CCOC2c3cc(O)ccc3OCC21
D04DOV,CN(C)C
D0W7GQ,Cc1cc([N+](=O)[O-])c(N2CCN(Cc3ccccc3)CC2)cc1N.Cl.Cl
D01URS,CCCN1CC(c2ccc(N)nc2)OCC1C
D0T4PS,Nc1ccc(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1
D0XP5P,NC(N)=NN=C(c1ccccc1)c1ccc(Cl)s1
D02IEO,CC(O)C(C)OC(=O)C1CC2c3cccc4c3c(cn4C)CC2N(C)C1
D0H0PL,CC(C)n1cc2c3c(cccc31)C1CC(C(=O)NC3CCCC3O)CN(C)C1C2
D04NAL,CCCc1c(COc2ccc(C=NN=C(N)N)cc2)ccc(C(C)=O)c1O
D0L0SF,CCCc1c(COc2ccc(C=NN=C(N)N)cc2)ccc(C(=O)CC)c1O
D0A2GI,NC(N)=NN=Cc1cccc(OCc2ccc(C(=O)c3ccccc3)cc2)c1
D0JK0I,CC(C)NCC(O)COc1ccc(O)cc1
D0W6RV,c1cc2c3c(c1)C1CCCC1N3CCNC2
D07BAH,CC(N)Cc1ccccc1
D09CFW,CN1C(=O)c2ccccc2S(=O)c2ccc(C(=O)NCCc3cccs3)cc21
D08QPU,Clc1ccc(CN2CCOC(CCc3ccccc3)C2)cc1
D08ZTK,COc1cc(N2CCN(CC(O)COc3ccccc3NC(C)=O)CC2)ccc1O
D09CUJ,NCC(O)c1cc(O)c(O)cc1F
D0YB0K,CCCN(CC=CI)C1CCc2cccc(O)c2C1
D09HJL,CC(N)Cc1c[nH]c2ccc3c(c12)CCCO3
D02EMH,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)O
D06PXY,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12
D0K3UL,Fc1ccc2[nH]c(CN3CCN(c4ccccn4)CC3)cc2c1
D0SG6A,CNCC(O)c1cccc(NS(C)(=O)=O)c1
D07HQZ,CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
D0GP1I,CN1CCC2(CCN3CCc4c(oc5ccccc45)C3C2)N(C)C1=O
D0Z7EA,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21
D08EXR,CCC(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12
D0X1QW,CCCNC1CCc2c(OC)cccc2C1C
D00ZCU,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12.Cl
D00FJT,COc1cccc(C(O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC
D00VRV,CCN(CC)C(=O)C1C=C2c3cccc4[nH]c(Br)c(c34)CC2N(C)C1
D0R2JT,CC(C)NCC(O)COc1cccc2[nH]c(C#N)c(I)c12
D03YLQ,O=C1c2ccccc2CCC1CNCCc1ccc(O)c(I)c1
D09DKC,O=C1c2ccccc2CCC1CNCCc1ccc(O)cc1I
D00CRA,Cc1[nH]c2ccc(O)cc2c1CCN
D09KRA,CN1CCc2cc(I)c(O)cc2C(c2ccccc2)C1
D08AGH,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1
D0I4ME,COc1cc(CC(C)N)cc2c1OCO2
D0R7ZC,COc1ccc(CC(C)N)cc1
D0S7WZ,CCCN1CCCC(c2cccc(C#N)c2)C1
D0M2ZE,CCCN(CCC)C1CCc2c(OC)cccc2C1C
D0H3NA,c1cc(-c2cnc[nH]2)c2ccsc2c1
D00GOY,CC(N)CN1CCc2ccc(Br)cc21
D01NTM,CSc1cc2c(cc1F)CCN2CC(C)N
D01KIH,c1ccc(CN2CCN(c3cccc4[nH]cnc34)CC2)cc1
D04PBA,Oc1cccc(N2CCN(Cc3ccccc3)CC2)c1
D0O9BZ,c1ccc(CN2CCN(c3cccc4[nH]ccc34)CC2)cc1
D0S1XN,Brc1ccc(N2CCN(Cc3ccccc3)CC2)c2cc[nH]c12
D0TU5W,Clc1ccc2[nH]ccc2c1N1CCN(Cc2ccccc2)CC1
D0U6BT,c1ccc(C2(N3CCCC3)CCCCC2)cc1
D0H9QG,Cc1cccc(S(=O)(=O)N(C)C(C)CCN2CCC(C)CC2)c1
D0V3XU,ClC1CNCCN1c1ccccc1
D0XJ6D,Cc1cn(S(=O)(=O)c2ccc(N)cc2)c2ccccc12
D0DP8I,COc1cc2nc(N3CCN(C(=O)c4ccco4)C4CCCCC43)nc(N)c2cc1OC
D08JOS,COc1ccccc1CCC(C)(C)NCC(O)c1ccc(O)cc1
D0I3XA,O=C(c1ccc(OCCCc2cnc[nH]2)cc1)C1CC1
D00MCY,COc1cc2nc(N3CCN(C(=O)COc4c(OC)cccc4C(C)C)CC3)nc(N)c2cc1OC.Cl
D0E4JL,CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1.Cl
D0R5ZL,CCN1CCCC1CNC(=O)c1cc(OC)ccc1S(N)(=O)=O
D0J2NS,Cl.NC1C(O)OC(CO)C(O)C1O
D0T2MV,CCOC(=O)c1c(C(C)=O)c(C)n(C2CC2)c1C
D07KMN,COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC.Cl
D01KWU,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21
D0J2CR,CS(=O)(=O)O.Cn1cc(C(F)(F)F)nc1-c1ccc(OCC(O)CNCCOc2ccc(O)c(C(N)=O)c2)cc1
D05QTJ,CN(CCCl)Cc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
D06QVB,Nc1ccc(S(=O)(=O)c2cccc3ccccc23)cc1
D0V4RP,COc1ccccc1N1CCNCC1
D0R4MH,NC(=Nc1ccccc1)N1CCN(C=C2N=C(c3cccc4ccccc34)OC2=O)CC1
D0N0SN,CCOC(=O)C1CCC(=O)N1CC(=O)CCN1CCN(c2ccccc2OC(C)C)CC1
D0D8GV,CC1OC(=O)N(C(=O)NCCCN2CCC(c3ccc(F)cc3)CC2)C1c1ccc(F)c(F)c1
D0V8XD,CCC1=C(C(N)=O)C(c2ccc([N+](=O)[O-])cc2)C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)=C(COCCN)N1
D0K0KR,CN(C)c1nc(NCC2CCC(CNS(=O)(=O)c3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12.Cl
D09ZUW,COc1cc2nc(N3CCN(C(=O)OCc4ccccc4)C(C(=O)NC(C)(C)C)C3)nc(N)c2cc1OC
D0A0JU,CCS(=O)(=O)Nc1cccc(C(=C2CCCCC2)c2cnc[nH]2)c1
D06VPR,O=S(=O)(Nc1ccc2[nH]cc(CC3CCCN3)c2c1)c1ccccc1I
D01BJZ,COc1ccc(CCNCC2CCc3ccccc3C2)cc1
D0XL9J,CC1(O)C(=O)N(CCCN2CCN(c3ccc(F)cc3OCC(F)(F)F)CC2)C(=O)NC1O
D01TYJ,Nc1ccc(S(=O)(=O)n2ccc3c([N+](=O)[O-])cc([N+](=O)[O-])cc32)cc1
D0TX8W,c1cc(N2CCNCC2)c2cc[nH]c2c1
D0R7VT,Nc1ccc(S(=O)(=O)n2ccc3ccccc32)cc1
D0T7VZ,CN(C)CCc1cn(Cc2ccccc2)c2ccccc12
D0JT3M,CN(C)CCn1cc(Cc2ccccc2)c2ccccc21
D05HJP,Nc1ccc(C=C2C=Cc3ccccc32)cc1
D05JPG,CNCCC1=CC(Cc2ccccc2)c2ccccc21
D01ZMO,Nc1ccc(CC2=CCc3ccccc32)cc1
D09LVG,Nc1ccc(CC2C=Cc3ccccc32)cc1
D0X1IU,Nc1ccc(CC2CCc3ccccc32)cc1
D01DCE,Nc1ccc(SC2CCc3ccccc32)cc1
D0LA4I,Nc1ccc(S(=O)(=O)C2CCc3ccccc32)cc1
D0C9DC,Clc1ccc2c(c1Cl)CNCC2
D0H1WR,NS(=O)(=O)c1ccc2c(c1)CNCC2
D01SRL,O=[N+]([O-])c1ccc2c(c1)CNCC2
D01SRS,CC1Cc2ccc([N+](=O)[O-])cc2CN1
D09VSK,Nc1ccc(Cc2c[nH]c3ccccc23)cc1
D0ZC9Q,CN(C)CC[N+]1=CCc2ccccc21
D02LFU,O=S(=O)(c1ccccc1)n1cc(C2CCCNC2)c2ccccc21
D0KD8D,CN(C)CC[N+]1=CC(Cc2ccccc2)c2ccccc21
D0P4KF,CC(C)(C)c1ccc(C2=NCCN2)cc1
D0W2QN,CCc1[nH]c2ccc(OC)cc2c1C1CCNCC1
D0H2WQ,CCCN1CCCC2Cc3[nH]ncc3CC21
D0G8CV,CC1Oc2c(cccc2N2CCN(CCCc3c[nH]c4ccc(F)cc34)CC2)NC1=O
D0R5WX,c1ccc(CC2CCN(CC3CCc4ccccc4O3)CC2)cc1
