Ligand,Smiles
D04ZMS,O=C1c2ccccc2OCC1CN1CCC(Cc2ccccc2)CC1
D02VHJ,NCCc1cn(S(=O)(=O)c2ccccc2)c2ccccc12
D0Y1LJ,NCCn1cc(S(=O)(=O)c2ccccc2)c2ccccc21
D00VHW,c1ccc(CC2CCN(CC3COc4ccccc4C3)CC2)cc1
D0H5EP,O=S(=O)(c1ccccc1)n1cc(C2CCNCC2)c2ccccc21
D0D3YN,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1
D0AP6N,CCCCn1cc(CCN(C)C)c2c(O)cccc21
D00APD,CN(C)CCc1c[nH]c2cc(O)ccc12
D00OCV,Cc1[nH]c2cccc(O)c2c1CCN(C)C
D06ABJ,CN(C)CCc1c[nH]c2cccc(F)c12
D0ZZ4Z,Oc1cccc2[nH]cc(CCN3CCCC3)c12
D05SWY,CN(C)Cc1c[nH]c2cccc(O)c12
D0T8UR,CN(C)Cc1cn(C)c2cccc(O)c12
D0W8EB,CN(C)CCCc1c[nH]c2cccc(O)c12
D08GJS,CC(Cc1c[nH]c2cccc(O)c12)N(C)C
D0T1TU,CCN(CC)CCOc1ccccc1Cc1ccccc1
D07RYR,c1ccc(Cc2ccccc2OCCN2CCCC2)cc1
D07LHD,CN(C)CCn1ccc2c(O)cccc21
D0R8UU,c1ccc(Cc2ccccc2OCCN2CCCCC2)cc1
D01ENR,c1ccc(Cc2ccccc2OCCN2CCOCC2)cc1
D0E1RX,c1ccc(Cc2ccccc2OCCCN2CCCC2)cc1
D08TCX,c1ccc(Cc2ccccc2NCCN2CCCC2)cc1
D0Q7AF,CN(C)CCc1c[nH]c2ccc(NS(=O)(=O)c3ccc4c(Cl)cccc4c3)cc12
D07GQP,O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1
D09PIF,Cc1ccccc1NC1=NCCN1
D07UUQ,C#Cc1cccn1C1CCN(Cc2ccccc2)CC1
D03GES,c1ccc(CN2CCC(n3ccc(-c4cnco4)c3)CC2)cc1
D0WD6J,c1ccc(CN2CCC(n3cccc3-c3cnco3)CC2)cc1
D0Q4PY,CC(C)Oc1ccccc1N1CCN(CCNC(=O)CN2CCCCCC2=O)CC1
D0Q5IP,c1ccc(C2CCN(Cc3c[nH]c4ccccc34)CC2)cc1
D03JOS,c1ccc(N2CCN(Cc3c[nH]c4ccccc34)CC2)cc1
D05BCJ,c1ccc(CN2CCC(n3cccc3)CC2)cc1
D0B9DR,Ic1cccn1C1CCN(Cc2ccccc2)CC1
D08XTL,CC(C)Oc1ccccc1N1CCN(CCCNC(=O)CN2CCCCC2=O)CC1
D0P0IX,CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1
D04JUJ,CC1NCCc2cc(O)c(O)cc21
D0O7DA,CC(C)(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(c43)C2C1
D06NTB,CC1CCN(Cc2c[nH]c3ccccc23)CC1
D0Z8OD,CC(C)Oc1ccccc1N1CCN(CCNC(=O)CN2CCCCC2=O)CC1
D0V3IT,CC1=C(C(N)=O)C(c2ccc([N+](=O)[O-])cc2)C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)=C(C)N1
D05XNR,Oc1ccc2c(c1)CCN2
D07QCC,CCc1sc2ccc(Cl)c3c2c1CN(C)CC3
D0W2YN,c1ccc2cc(N3CCNCC3)ccc2c1
D06UBB,CN1CCc2cccc(Cl)c2CC1
D09CKI,C=CC1CN2CCc3c([nH]c4ccccc34)C2CC1C(=COC)C(=O)OC
D0R5WB,c1ccc(-c2[nH]c3ccccc3c2CCN2CCCCC2)cc1
D08CZT,c1ccc(-c2[nH]c3ccccc3c2C2CCNCC2)cc1
D0E6NW,CC(N)CN1CCc2ccc3c(c21)CCO3
D02JPD,c1ccc(CN2CCC(c3c(-c4ccccc4)[nH]c4ccccc34)CC2)cc1
D07GBV,c1ccc(CCN2CCC(c3c(-c4ccccc4)[nH]c4ccccc34)CC2)cc1
D0Q1ZC,CN1CCC(c2c(-c3ccccc3)[nH]c3ccccc23)CC1
D06ROA,CCCN(CCC)C1CCc2c(F)ccc(O)c2C1
D0C0UM,CCCN(CCC)C1CCC(=CC#N)CC1
D02YDU,CCCN(CCC)C1CC=C(C#N)CC1
D0O1PM,C#CC1=CCC(N(CCC)CCC)CC1
D0P5PW,CC(c1cnc[nH]1)c1cccc2ccccc12
D05HMW,CCCN(CCC)C1CCC(=C(C#N)C#N)CC1
D09FTZ,CCCN(CCC)C1CC=C(C#Cc2ccccc2)CC1
D02NNS,CC(CN1CCN(c2cc(F)c(F)cc2F)CC1)N1C(=O)CC2(CCCC2)CC1=O
D00HUV,c1ccc(CNCCOc2cccc3[nH]cnc23)cc1
D05QJK,c1ccc(CNCCOc2cccc3[nH]ncc23)cc1
D0K6VR,Clc1cccc2cc3n(c12)CCNC3
D04UCV,Clc1ccc2c(c1)cc1n2CCNC1
D0F1FN,CN(C)CCn1ccc2ccccc21
D06WLB,c1ccc(CNCCOc2cccc3[nH]ccc23)cc1
D0S4VR,c1c[nH]c(Nc2ccc3nc[nH]c3c2)n1
D0U5HQ,COc1ccc2ccn(CCN(C)C)c2c1
D01WNO,Clc1ccc2cc3n(c2c1)CCNC3
D06HHJ,Brc1ccccc1Nc1ncc[nH]1
D0C1SE,c1ccc2c(c1)cc1n2CCNC1
D0A6GK,Clc1cccc(Cl)c1Nc1ncc[nH]1
D0ZC4S,c1c[nH]c(Nc2ccc3nccnc3c2)n1
D0O4BC,Oc1cccc(OCCNCc2ccccc2)c1
D0FU5E,Fc1ccc2c(c1)CC(CC1CN=CN1)C2
D0IU8V,O=C1Cc2c(cccc2OCCNCc2ccccc2)N1
D0N7UE,c1cnc2cc(NC3=NCCN3)ccc2n1
D02TQC,NC(N)=Nc1ccc2nccnc2c1Br
D08EFH,COc1ccc2[nH]cc(CC(C)N)c2c1
D0L6JS,Cc1c(NC2=NCCN2)ccc2c1NCCN2
D08XGI,O=C(c1ccccc1)C1CCN(CCc2ccccc2)CC1
D0J1HP,Oc1ccc2c(c1)OC(CNCc1ccccc1)CC2
D0LH4L,COc1cc2c(cc1O)CC1c3c(cc(O)c(OC)c3-2)CCN1C
D09BSE,COc1cc2c(cc1O)CC1c3c(c(Br)c(O)c(OC)c3-2)CCN1C
D06FLU,COc1cc2c(c(Br)c1O)CC1c3c(c(Br)c(O)c(OC)c3-2)CCN1C
D0H5XR,CCc1cc2c(ccc3cnn(CC(C)N)c32)o1
D00NST,CC(N)Cn1ncc2ccc3occc3c21
D05JIO,CC(N)Cn1ncc2ccc(F)cc21
D0Q9KP,CC(N)Cn1ncc2cc(F)ccc21
D0PN9R,COc1cc2c(cc1OC)C1=NOC(CN3CCN(CC(C)=Cc4ccc(F)cc4)CC3)C1CO2
D0XX7J,c1cc2c3c(ccc2o1)CCNCC3
D0O5KK,c1cc2ccc3c(c2o1)CCNCC3
D0T7RY,Clc1ccc2c(c1Cl)CCNCC2
D08UOX,C=CC(O)C#CC#CC(O)C=CCCCCCCC
D0J7EM,CN(C)CCc1cn(Sc2ccccc2)c2ccccc12
D0LV7U,COc1ccccc1N1CCN(CCCCN2C(=O)Cc3ccccc32)CC1
D0Y9TL,NC1=NCc2c(Cl)cccc2N1
D08VGJ,NC1=NCc2c(ccc(Cl)c2Cl)N1
D03ZHB,CCC1N=C(N)Nc2cccc(Cl)c21
D0LG8A,CC(N)Cc1cccc(S(F)(F)(F)(F)F)c1
D0XX2U,COc1cccc2c1NC(N)=NC2C
D04TPO,CC1N=C(N)Nc2cccc(Cl)c21
D0C7SE,Cc1ccc(NC(=O)C(C)C)cc1C1CCN(Cc2ccc(Oc3ccc(F)c(F)c3)cc2)CC1
D08SMK,Cc1ccc(S(=O)(=O)n2cc(CCN)c3ccccc32)cc1
D0SJ6E,Cc1ccc(S(=O)(=O)n2cc(CCN(C)C)c3ccccc32)cc1
D0FV7K,Nc1ccc(Cn2ccc3ccccc32)cc1
D08JCU,O=S(c1ccccc1)c1ccc(C=Cc2ccc(F)cc2)nc1
D09HFT,O=S(=O)(c1ccccc1)c1ccc(C=Cc2ccc(F)cc2)nc1
D00DZY,O=S(=O)(c1ccccc1)c1ccccc1N1CCNCC1
D0C8UV,O=S(=O)(c1ccccc1)c1ccc(N2CCNCC2)cc1
D00OCC,O=S(=O)(c1ccccc1)c1cccc(N2CCNCC2)c1
D0N8AO,O=S(=O)(Nc1ccc(N2CCNCC2)cc1)c1ccccc1
D07DCN,O=S(=O)(Nc1cccc(N2CCNCC2)c1)c1ccccc1
D0CY6E,NCCc1ccc(S(=O)(=O)c2ccccc2)cc1
D0D6FC,NCCc1ccc(NS(=O)(=O)c2ccccc2)cc1
D0O3GQ,NCCc1cccc(Sc2ccccc2)c1
D07LIE,NCCc1cccc(S(=O)(=O)c2ccccc2)c1
D0E0DR,NCCc1cccc(NS(=O)(=O)c2ccccc2)c1
D0J9MP,NCCCc1cccc(NS(=O)(=O)c2ccccc2)c1
D05SAP,NCc1cccc(NS(=O)(=O)c2ccccc2)c1
D05DAF,Nc1cccc(NS(=O)(=O)c2ccccc2)c1
D0H0IZ,NCCc1cccc(S(=O)(=O)Nc2ccccc2)c1
D0W2HW,CCN(CC)CCc1c[nH]c2ccccc12
D0U3GZ,COc1cc(CCN)c(OC)cc1Br
D08MNG,COc1cc(Br)c(OC)c2c1C(CN)CC2
D07ICV,CCN1CCN(c2ccc(Nc3c4ccccc4nc4ccccc34)cc2)CC1
D0E3OL,CN1CCN(c2ccc(Nc3ccnc4ccccc34)cc2)CC1
D09MGF,c1ccc(CCc2ccccc2OCc2ccccc2)cc1
D0A7AK,c1ccc(CCc2ccccc2OCc2cccnc2)cc1
D0RQ8R,c1ccc(CCc2ccccc2OCc2ccccn2)cc1
D00JJO,COc1cccc(COc2ccccc2CCc2ccccc2)c1
D04TQF,COc1cccc(CCc2ccccc2OCc2ccccc2)c1
D0F5WP,NCCn1ncc2ccc(O)cc21
D01KAX,CC(N)Cn1ncc2ccc(O)cc21
D01BGW,COc1ccc2cnn(CC(C)N)c2c1
D0N8YG,Cc1c(O)ccc2cnn(CC(C)N)c12
D04YCJ,CC(N)Cn1ncc2ccc(O)c(F)c21
D01SJL,CC(N)Cn1ncc2ccc(O)c(Cl)c21
D0I9RW,CC(N)Cn1ncc2ccc(O)c(I)c21
D0N6OL,Cc1nc(N2CCCC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12
D01NOZ,CN(C)CCN(C)c1nc2ccc(NC(=O)COc3ccc(C(F)(F)F)cc3)cc2n1C
D0M2BB,c1ccc(N2CCN(Cc3ccc(-n4cccn4)cc3)CC2)cc1
D0M8LN,Cc1cn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c(=O)[nH]c1=O
D0G6NV,COc1ccc2ccn(S(=O)(=O)c3ccc(N)cc3)c2c1
D0D2XH,COc1cccc2c1ccn2S(=O)(=O)c1ccc(N)cc1
D00SDJ,CC(C)(C)c1nc(N2CCN(CCCCN3C(=O)CCC(=O)c4ccccc43)CC2)cc(C(F)(F)F)n1
D0B0UZ,Oc1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1
D0M1YU,CC(N)Cn1ccc2ccc3ncccc3c21
D07JMN,c1ccc(N2CCNCC2)nc1
D05AIN,Oc1cccc(C2CCN(Cc3ccccc3)CC2)c1
D00CPI,CCCN1CCN(c2cccc(O)c2)CC1
D0X5LJ,CCCN1CCC(c2cccc(O)c2)CC1
D04AAI,CS(=O)(=O)c1cccc(N2CCN(Cc3ccccc3)CC2)c1
D0G2HT,CS(=O)(=O)c1cccc(C2CCN(Cc3ccccc3)CC2)c1
D0X3JB,CCCN1CCN(c2cccc(S(C)(=O)=O)c2)CC1
D06FUV,CCCN1CCCC(c2cccc(O)c2)C1
D07DQO,O=C(Nc1ccc(Oc2ccccc2)nc1)c1c[nH]c2ccccc12
D0A4FU,C=CCc1ccccc1OCC(O)CN1CCOCC1
D04HXF,CC(C)c1ccccc1OCC(O)CN1CCOCC1
D0B3WX,CN(C)CCCSc1ccccc1NC(=O)C=Cc1ccccc1
D0V5AN,Cc1ccc(S(=O)(=O)n2c3c(c4ccccc42)CCNCC3)cc1
D0L7OM,COc1cc2c(cc1O)C1Cc3ccc(O)c(OC)c3CN1CC2
D05YFZ,NCCC1c2ccccc2Cc2ccccc21
D03VUU,CNCCC1c2ccccc2Cc2ccccc21
D0S0WX,NCCCC1c2ccccc2Cc2ccccc21
D0C7FL,NCC(c1ccccc1)c1ccccc1
D01HJZ,CN(C)CC(c1ccccc1)c1ccccc1
D02GNN,CNCCC(c1ccccc1)c1ccccc1
D02SDX,CN(C)CCC(c1ccccc1)c1ccccc1
D04SCQ,NCCCC(c1ccccc1)c1ccccc1
D05RKS,CNCCCC(c1ccccc1)c1ccccc1
D0S3WR,CN(C)CCCC(c1ccccc1)c1ccccc1
D07IWZ,CN1CCc2cc(N)cc3c2C1Cc1cccc(N)c1-3
D02YCY,COc1cc2c3c(c1)-c1c(N)cccc1CC3N(C)CC2
D0KX3X,CCCCC(=O)Oc1cccc2c1-c1cc(OC)cc3c1C(C2)N(C)CC3
D0C6CZ,CC(C)(C)NCC(O)COc1cccc2oc3ccccc3c12
D04CPW,CCCNCCCCNC(=O)c1ccc(-c2ccccc2)cc1
D0V4NW,CCCN(CCC)CCCCNC(=O)c1ccc(-c2ccccc2)cc1
D01FOM,c1nc(N2CCNCC2)c2ccsc2n1
D05RKH,Cc1cc2c(N3CCNCC3)ncnc2o1
D0Q4AQ,Brc1cn2ccnc2c(N2CCNCC2)n1
D0J1VB,c1cc2sccc2c(N2CCNCC2)n1
D00DHV,c1nc(N2CCNCC2)c2sccc2n1
D04VXP,c1cc2occc2c(N2CCNCC2)n1
D05FKE,CCCn1cnc2c(N3CCNCC3)ncnc21
D08YZM,c1nc(N2CCNCC2)c2cc[nH]c2n1
D0A6LB,c1cc2c(nc1N1CCNCC1)CCCC2
D0KV4G,c1ccc2c(N3CCNCC3)nccc2c1
D0L5MW,COc1cc2c3c(c1OC)-c1cc4c(cc1CC3N(C)CC2)OCO4
D0C4AE,O=S(=O)(c1ccccc1)c1cn(C2CCNCC2)c2ccccc12
D06FXO,O=S(=O)(c1ccccc1)c1cn(C2CCCNC2)c2ccccc12
D0Y4WH,O=S(=O)(c1ccccc1)c1cn(C2CCNC2)c2ccccc12
D0CA9H,O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)NCc1ccccc1
D04BYL,NCC(O)c1ccc(O)c(O)c1F
D0K8DY,c1ccc(CNCC2c3ccccc3Cc3ccccc32)cc1
D0M9IC,CC1C2CCC3C4CC=C5CC(N(C)C)CCC5(C)C4CCC32CN1C
D0F9QT,Nc1nc2c(c(N3CCNCC3)n1)CCC1=C2C2CCCCC2O1
D0I2WQ,CCCCCCC(=O)Oc1cccc2c1-c1cccc3c1C(C2)N(CCC)CC3
D0R8PL,CCCCCC(=O)Oc1cccc2c1-c1cccc3c1C(C2)N(CCC)CC3
D00YEB,CCCC(=O)Oc1cccc2c1-c1cccc3c1C(C2)N(CCC)CC3
D0B1GJ,CCCN1CCc2cccc3c2C1Cc1cccc(OC(=O)CC)c1-3
D07CZJ,CCCCC(=O)Oc1cccc2c1-c1cccc3c1C(C2)N(CCC)CC3
D0PQ1U,CN(C)CCC1=CC(Cc2ccccc2)c2ccccc21
D0C6BP,c1ccc(N2CCN(CCCCCCN3CCN(c4ccccc4)CC3)CC2)cc1
D00CCV,Cc1cccc(N2CCN(CCCCCCN3CCN(c4cccc(C)c4)CC3)CC2)c1
D03PIP,COc1cccc(N2CCN(CCCCCCN3CCN(c4cccc(OC)c4)CC3)CC2)c1
D03XKL,Clc1cccc(N2CCN(CCCCCCN3CCN(c4cccc(Cl)c4)CC3)CC2)c1
D01CXD,NCC1c2ccccc2Cc2ccccc21
D0ZZ4S,COc1cccc2c1C(CN)c1ccccc1C2
D03IWX,COc1ccc2c(c1)C(CN)c1ccccc1C2
D0B9ZK,COc1ccc2c(c1)Cc1ccccc1C2CN
D05ULV,COc1cccc2c1Cc1ccccc1C2CN
D0S4XR,Cc1c(OCc2ccccc2)cccc1N1CCNCC1
D0J2UA,Cn1c(O)c(C=C2C=Nc3cc(Br)ccc32)n(C)c1=N
D0NM6R,CCN=c1n(C)c(O)c(C=C2C=Nc3ccccc32)n1C
D03NKE,CN1C(=O)C(=Cc2c[nH]c3cc(Br)ccc23)N=C1N
D0J2ID,O=C(Nc1cccnc1)N1CCc2ccc(Cl)cc21
D0U7UD,O=C(Nc1cccnc1)N1CCc2cc(Cl)ccc21
D00BWZ,O=C(Nc1cccnc1)N1CCc2ccccc21
D0Q9FU,CC(N)Cn1ccc2cc(F)c(F)cc21
D0KU6D,CC(N)Cn1ccc2ccc(F)cc21
D00LXH,CC(N)Cn1ccc2cc(Br)ccc21
D0Q3OK,CC(N)Cn1ccc2cc(Cl)ccc21
D0J8RI,CC(N)Cn1ccc2cc(F)ccc21
D08FUK,Cc1ccc2c(ccn2CC(C)N)c1
D00AVR,Cn1c(O)c(C=C2C=Nc3ccccc32)n(C)c1=N
D00OBS,NC(N)=NCCCC1NC(=O)C(Cc2c[nH]c3cc(Br)ccc23)NC1=O
D08OFG,NC(N)=NCCCC1NC(=O)C(=Cc2c[nH]c3cc(Br)ccc23)NC1=O
D09RXU,c1ccc(Cc2nc3c(N4CCNCC4)cccc3[nH]2)cc1
D06HTJ,CCCN(CCN1CCN(c2ccc(-c3ccccc3)cc2)CC1)C1CCc2nc(N)sc2C1
D0H3KU,CCCN(CCC)C1CCc2c(O)cccc2C1
D0FU2V,CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2c(O)cccc2C1
D04RBU,CCCN(CCN1CCN(C(=O)c2cc3ccccc3[nH]2)CC1)C1CCc2c(O)cccc2C1
D09PJF,CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1
D00RLE,Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O
D0JC4Q,C=CCn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O
D0J9ZF,Cn1nc(Cc2ccccc2)c2ccccc2c1=O
D0Q2SI,O=c1[nH]nc(Cc2ccc(Cl)cc2)c2ccccc12
D0V5OY,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc2ccccc2c1
D04TTN,COc1cc2c(cc1O)C(Cc1ccc(Oc3cc(CC4c5cc(O)c(OC)cc5CCN4C)ccc3OC)cc1)N(C)CC2.Cl
D03YXB,COc1cc2c(cc1O)C(Cc1ccc(Oc3cc(CC4c5cc(O)c(OC)cc5CCN4C)ccc3O)cc1)N(C)CC2.Cl
D0ND8J,COc1cc2c(cc1OC)C(Cc1ccc(Oc3cc(CC4c5cc(OC)c(OC)cc5CCN4C)ccc3OC)cc1)N(C)CC2.Cl
D00MLN,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc(OC)c(O)c3Oc3cc4c(cc3OC)CCN(C)C4C2)CCN1C
D0TA8F,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1C(Cc1ccc(OC)c(c1)-c1cc(ccc1O)C(=O)C3N(C)CC2)N(C)CC4
D0B1FV,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3.Cl
D05EHE,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1C(C(=O)c1ccc(O)c(c1)-c1cc(ccc1OC)CC3N(C)CC2)N(C)CC4
D0V3WS,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1C(Cc1ccc(OC)c(c1)-c1cc(ccc1O)CC3N(C)CC2)N(C)CC4.Cl
D0BN9C,COc1cc2c(cc1Oc1c(O)c(OC)cc3c1C(Cc1ccc(OC)c(-c4cc(C=O)ccc4O)c1)N(C)CC3)C(=O)N(C)CC2.Cl
D0W5IN,CCCN(c1ccncc1)n1c(C)cc2ccccc21
D06SYS,CC(N)C(O)c1ccc(O)c(O)c1
D0ZT8D,c1cc2c(c(NC3=NCCN3)c1)CCCC2
D0P8BE,CCCN(c1ccncc1)n1cc(C)c2ccccc21
D06PKJ,COc1ccc(OC)c(CC(C)N)c1
D06OJI,COc1cc(CC(C)N)c(O)cc1Br
D08EMG,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3
D0I6KF,COc1cc2c(c(OC)c1OC)CCC2CN
D03JEW,O=C(NC1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1)c1ccc2ccccc2c1
D05LJF,O=C(NC1CCN(Cc2ccc(Br)cc2)CC1)c1ccc2ccccc2c1
D0I8MP,O=C(NC1CCN(Cc2cccc(Br)c2)CC1)c1ccc2ccccc2c1
D0L1IS,COc1ccc(CC2NCCc3cc(O)c(OC)cc32)cc1
D05OHF,COc1cc2c(cc1O)C(Cc1ccc(O)cc1)NCC2
D0E5CI,c1cn2ccnc2c(N2CCNCC2)n1
D0AW4X,O=C(NC1CCN(Cc2cccc(Br)c2)CC1)c1cccc2ccccc12
D04MVL,Cc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3
D0R2YM,Brc1cnc(N2CCNCC2)c2nccn12
D0P6LN,CCCCN1CCc2cccc(O)c2CC1
D02SAF,COc1ccc(OC)c(N2CCNCC2)c1
D0GI7S,c1ccc(C2CCNC2)cc1
D0S5ZY,CCCN1CCC(c2cccc3ccccc23)C1
D0I4VT,CCCN1CCC(c2cccc(C(F)(F)F)c2)C1
D02XXA,CCCN1CCC(c2ccccc2)C1
D0N0LZ,c1ccc2c(C3CCNC3)cccc2c1
D0L8NG,CCCN(CCC)C1COc2cccc(OC)c2C1
D09BIV,C(=Cc1ccccc1)C1=NCCN1
D01HZE,COc1cc(N)c(Cl)cc1C(=O)NC1CC2CCC(C1)N2Cc1ccccc1
D08ZRA,NCc1cccc2ccccc12
D03LRY,COc1ccc2c(CN)cccc2c1
D0T2RY,CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1
D03KUH,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CC)c1O
D02OZB,Oc1ccccc1N1CCNCC1
D0TN2R,COCC1Cc2ccccc2CN1
D06BWZ,CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1
D0Y8DJ,OCC1Cc2ccccc2CN1
D04CTN,CCCN1CCC(c2cccc(O)c2)C1
D0I7CE,Oc1ccc(C2CNCc3sccc32)cc1O
D02QXT,COc1ccc2c3c(ccc2c1)CCNC3
D04RBQ,Oc1ccc2c3c(ccc2c1)CCNC3
D07RLW,NCc1cccc2cc(O)ccc12
D0Q2GP,CN1CCN(C2=Nc3cc(Cl)ccc3Oc3ccccc32)CC1
D09JOE,COc1cc(N2CCNCC2)c(OC)cc1C
D0PC2C,CCN1CCc2cccc(O)c2CC1
D0B2GS,COc1ccc(N)c(C(=O)CCN)c1
D0D3OF,COc1cc(N2CCNCC2)c(OC)cc1Br
D08UDY,C1=C(c2ccccn2)CCNC1
D0P4BY,Br.Oc1cc2c(cc1Cl)CCNCC2c1ccccc1
D0MH0S,CN1CCN(c2ncccc2F)CC1
D0QO8X,Oc1ccc2c(c1)CNCC2
D06QKD,CC(C)N1CCOC(c2ccc(O)c(O)c2)C1
D01YBD,CN1CCN(c2nccc(-c3ccccc3)n2)CC1
D08CNN,Cc1cccc(N2CCN(CCCSc3ccccc3)CC2)c1
D04TWX,CCCN1CCOC(c2cccc(O)c2)C1
D0U1MN,CCN1CCN(c2ccccc2OC)CC1
D05ARI,CCCNC1CCc2[nH]ncc2C1
D03PAH,CCCN1CCN(c2ccccc2OC)CC1
D0QH0X,c1ccc2c(c1)CCCNC2
D09JZG,c1ccc2c(c1)CCCCNC2
D03EPY,c1ccc2c(c1)CCNC2
D01TOU,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1
D0T5KJ,Oc1ccc(C2(O)CCCNC2)cc1O
D0S1GH,Oc1ccc(C2CNCCO2)cc1O
D02RAY,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3
D04GRS,COc1ccc2c(c1O)-c1c3c(cc4c1C(C2)N(C)CC4)OCO3
D0I0AQ,COc1c(O)c2c3c(nccc3c1OC)C(C)(C)c1cc(O)ccc1-2
D09CVV,COc1c2c3c(c4c1OCO4)-c1ccccc1CC3NCC2
D0M1OE,Oc1ccc2c(c1)CC1NCCc3cc4c(c-2c31)OCO4
D0HO7I,c1ccc2c(c1)CC1NCCc3cc4c(c-2c31)OCO4
D05HWC,CN1CCc2cc3c(c4c2C1Cc1cccc(O)c1-4)OCO3
D0A4GE,Oc1cc2c3c(c1O)Cc1ccccc1CC3NCC2
D0A9UF,Oc1cc2c3c(c1)Cc1ccccc1CC3NCC2
D00HHK,C1=C(c2ccccc2)CCC(N2CCN(c3ccccn3)CC2)C1
D0R5QM,CCCCN1CCN(c2ccccc2OC)CC1
D02RMS,CCNC1CCc2[nH]ncc2C1
D0HV3A,Cc1cc2c(s1)Nc1ccc(F)cc1N=C2N1CCN(C)CC1
D0LI3J,c1ccc2oc(C3=NCCN3)cc2c1
D0M8FL,c1ccc2c(c1)CNCCO2
D0Z7XI,CC1Cc2ccccc2CN1
D0C6KQ,CCN1CCCC1CNC(=O)c1c(OC)ccc(S(N)(=O)=O)c1I
D0B2BO,c1ccc2c(c1)CNCCS2
D07SYG,c1ccc2c(c1)CNC2
D0E8HU,FCC1Cc2ccccc2CN1
D04LWD,c1ccc(CC2CCN(CC3Cc4ccccc4C3)CC2)cc1
D0NA2T,CCCN1CCc2cc(OC)cc3c2C1Cc1cccc(O)c1-3
D0L4FJ,C1=C(c2ccccc2)CCC(CCN2CCN(c3ccccn3)CC2)C1
D0H7RN,C1=C(c2cccs2)CCC(CN2CCN(c3ccccn3)CC2)C1
D0G0IQ,Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1cccnc1N2
D08HOJ,NC1CCc2ccccc2C1
D09YVA,COc1cccc2ccc(N3CCN(C)CC3)nc12
D05USH,Cl.Fc1ccc(CC2CCNCC2)cc1
D09QRL,CN1CCc2cccc(-c3ccccc3)c2C1
D08OUX,CCN1CCCC1CNC(=O)c1cc(I)ccc1OC
D0V0NJ,c1ccc2c(c1)CNCCN2
D04IIK,CCN1CCc2cc(OC)cc3c2C1Cc1cccc(O)c1-3
D08UQU,COc1cc2c3c(c1)-c1c(O)cccc1CC3N(C)CC2
D0D1PR,CCCN1CCc2cc(OC)cc3c2C1Cc1ccc(O)c(O)c1-3
D08HTJ,COc1cc2c3c(c1)-c1c(ccc(O)c1O)CC3N(C)CC2
D0Q4BK,C1=C(c2ccccn2)CCC(N2CCN(c3ccccn3)CC2)C1
D0C8WL,CCN1CCCC1CNC(=O)c1cc(I)cc(OC)c1OC
D0X4RC,c1ccc(N2CCNCC2)cc1
D05NZI,COc1cc(N)c(Cl)cc1C(=O)NC1CC2CCCC(C1)N2Cc1ccccc1
D0TH8D,COc1cccc2ccc(N3CCNCC3)nc12
D0BI5Y,NCC1c2ccccc2Sc2ccccc21
D0XX5S,CC(C)NCC(O)c1ccc(Cl)c(Cl)c1
D0UL6I,Oc1cccc(C2CCCN3CCCCC23)c1
D0L0MU,NCC1c2ccccc2C=Cc2ccccc21
D02SFJ,CN1CCC(=C2c3ccccc3Cc3ccccc32)CC1
D03XYG,CN1C(=O)Cc2ccccc21
D0Z4VD,CCCN1CCCC(c2ccc(C)cc2C)C1
D0M9TM,CCCN1CCCC(c2cc(C)cc(C)c2)C1
D0K6QX,CCCN1CCCC(c2c(C)cccc2C)C1
D0Y3UL,Cc1cc(C)cc(C2CCCNC2)c1
